neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Downtown/Civic Center,Entire home/apt,250,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,130,1,2,10/8/12,0.04,1,0
Downtown/Civic Center,Shared room,55,1,14,6/16/16,2.59,1,354
Downtown/Civic Center,Entire home/apt,999,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,99,1,0,,,12,365
Downtown/Civic Center,Entire home/apt,100,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,125,1,1,10/15/15,0.11,1,0
Downtown/Civic Center,Entire home/apt,79,10,0,,,1,0
Downtown/Civic Center,Entire home/apt,150,1,2,4/11/16,0.41,1,0
Downtown/Civic Center,Private room,99,1,0,,,4,89
Downtown/Civic Center,Private room,79,1,0,,,4,89
Downtown/Civic Center,Private room,219,1,2,10/30/15,0.08,4,1
Downtown/Civic Center,Private room,69,1,139,6/28/16,7.61,10,265
Downtown/Civic Center,Entire home/apt,60,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,110,1,1,6/23/16,1,1,0
Downtown/Civic Center,Entire home/apt,175,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,215,2,36,6/25/16,2.14,4,260
Downtown/Civic Center,Private room,1600,1,0,,,2,182
Downtown/Civic Center,Private room,100,1,2,4/11/16,0.66,5,365
Downtown/Civic Center,Private room,150,1,4,6/16/16,2.61,5,295
Downtown/Civic Center,Private room,135,30,8,9/20/14,0.34,1,35
Downtown/Civic Center,Entire home/apt,150,2,3,6/27/16,0.31,1,4
Downtown/Civic Center,Entire home/apt,145,2,11,6/18/16,1.05,1,153
Downtown/Civic Center,Entire home/apt,179,1,37,6/8/16,1.13,41,4
Downtown/Civic Center,Entire home/apt,590,3,75,6/22/16,1.56,1,267
Downtown/Civic Center,Private room,200,1,2,6/22/16,2,5,3
Downtown/Civic Center,Entire home/apt,395,2,2,9/11/15,0.2,1,0
Downtown/Civic Center,Entire home/apt,165,1,22,6/19/16,0.34,1,99
Downtown/Civic Center,Entire home/apt,180,2,1,12/17/15,0.15,41,5
Downtown/Civic Center,Entire home/apt,125,2,14,10/15/15,0.57,1,0
Downtown/Civic Center,Private room,250,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,225,30,76,10/13/15,2.5,1,321
Downtown/Civic Center,Entire home/apt,139,2,21,6/17/16,0.44,2,167
Downtown/Civic Center,Entire home/apt,150,1,1,9/29/15,0.11,1,0
Downtown/Civic Center,Entire home/apt,215,1,3,3/23/16,0.67,5,1
Downtown/Civic Center,Private room,150,1,4,6/9/16,1.29,5,294
Downtown/Civic Center,Private room,1900,1,1,8/31/15,0.1,1,0
Downtown/Civic Center,Entire home/apt,180,2,0,,,41,1
Downtown/Civic Center,Entire home/apt,180,2,1,12/18/15,0.15,41,1
Downtown/Civic Center,Entire home/apt,180,2,2,12/20/15,0.3,41,1
Downtown/Civic Center,Entire home/apt,207,3,19,2/11/16,0.91,1,0
Downtown/Civic Center,Entire home/apt,159,5,0,,,6,18
Downtown/Civic Center,Entire home/apt,120,1,1,6/12/16,1,1,0
Downtown/Civic Center,Entire home/apt,200,1,3,6/29/16,2.57,1,136
Downtown/Civic Center,Private room,650,1,0,,,1,0
Downtown/Civic Center,Private room,200,2,10,3/22/16,1.37,3,311
Downtown/Civic Center,Entire home/apt,300,5,0,,,1,0
Downtown/Civic Center,Entire home/apt,135,2,4,5/30/16,1.21,1,1
Downtown/Civic Center,Entire home/apt,149,2,32,6/9/16,3.81,1,235
Downtown/Civic Center,Entire home/apt,140,1,8,6/8/16,1.3,1,18
Downtown/Civic Center,Entire home/apt,140,2,3,2/19/16,0.5,1,182
Downtown/Civic Center,Entire home/apt,160,30,11,4/14/16,0.27,3,233
Downtown/Civic Center,Private room,700,1,1,2/9/16,0.21,1,0
Downtown/Civic Center,Entire home/apt,215,1,1,6/22/16,1,5,0
Downtown/Civic Center,Entire home/apt,250,2,14,9/12/14,0.35,1,311
Downtown/Civic Center,Private room,99,1,2,5/8/16,0.58,5,365
Downtown/Civic Center,Private room,115,1,7,6/18/16,1.75,10,365
Downtown/Civic Center,Entire home/apt,140,3,7,6/10/16,2.04,1,276
Downtown/Civic Center,Entire home/apt,135,5,7,7/19/15,0.15,1,38
Downtown/Civic Center,Shared room,999,3,1,11/8/12,0.02,1,365
Downtown/Civic Center,Entire home/apt,850,5,1,9/21/15,0.1,1,0
Downtown/Civic Center,Entire home/apt,130,1,1,12/7/15,0.14,1,0
Downtown/Civic Center,Private room,160,1,3,5/28/16,1.84,2,360
Downtown/Civic Center,Entire home/apt,300,3,1,7/26/15,0.09,1,0
Downtown/Civic Center,Entire home/apt,148,1,132,6/10/16,4.15,1,6
Downtown/Civic Center,Shared room,110,1,4,5/17/16,0.32,2,365
Downtown/Civic Center,Entire home/apt,175,1,89,6/22/16,2.52,41,11
Downtown/Civic Center,Entire home/apt,175,3,1,2/8/16,0.21,3,0
Downtown/Civic Center,Shared room,75,3,3,5/30/16,0.45,24,294
Downtown/Civic Center,Entire home/apt,145,2,13,6/21/16,1.35,1,24
Downtown/Civic Center,Entire home/apt,180,2,1,12/18/15,0.15,41,0
Downtown/Civic Center,Private room,550,4,0,,,1,0
Downtown/Civic Center,Entire home/apt,175,2,1,2/8/16,0.21,3,0
Downtown/Civic Center,Entire home/apt,115,1,2,2/2/16,0.36,1,0
Downtown/Civic Center,Private room,175,1,2,6/10/16,0.59,5,287
Downtown/Civic Center,Entire home/apt,150,1,1,2/8/16,0.21,3,0
Downtown/Civic Center,Entire home/apt,180,2,1,12/18/15,0.15,41,0
Downtown/Civic Center,Entire home/apt,150,2,7,5/31/16,0.94,1,0
Downtown/Civic Center,Private room,229,2,0,,,2,335
Downtown/Civic Center,Entire home/apt,399,2,1,2/3/16,0.2,1,0
Downtown/Civic Center,Entire home/apt,145,1,2,8/19/15,0.19,1,0
Downtown/Civic Center,Entire home/apt,395,2,3,12/13/15,0.28,1,0
Downtown/Civic Center,Entire home/apt,120,2,4,4/4/16,0.66,1,0
Downtown/Civic Center,Entire home/apt,599,3,2,3/14/15,0.11,1,0
Downtown/Civic Center,Entire home/apt,500,3,0,,,1,0
Downtown/Civic Center,Entire home/apt,110,2,6,6/28/16,0.98,1,0
Downtown/Civic Center,Entire home/apt,166,1,66,12/10/14,1.14,1,62
Downtown/Civic Center,Entire home/apt,180,2,0,,,41,28
Downtown/Civic Center,Entire home/apt,449,1,1,2/8/16,0.21,1,0
Downtown/Civic Center,Private room,500,3,0,,,1,0
Downtown/Civic Center,Private room,55,10,9,5/14/16,0.52,3,365
Downtown/Civic Center,Entire home/apt,239,2,15,2/15/16,0.66,7,287
Downtown/Civic Center,Private room,115,1,8,5/22/16,1.5,10,365
Downtown/Civic Center,Entire home/apt,400,3,0,,,3,7
Downtown/Civic Center,Private room,85,1,1,6/30/16,1,1,4
Downtown/Civic Center,Entire home/apt,200,7,0,,,1,8
Downtown/Civic Center,Private room,219,1,7,10/30/15,0.33,4,4
Downtown/Civic Center,Entire home/apt,300,3,0,,,1,147
Downtown/Civic Center,Entire home/apt,180,1,8,12/19/15,0.31,41,7
Downtown/Civic Center,Entire home/apt,175,3,3,2/23/16,0.29,1,0
Downtown/Civic Center,Entire home/apt,800,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,79,3,3,5/3/16,0.5,1,0
Downtown/Civic Center,Private room,120,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,100,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,129,2,98,6/21/16,4.61,2,109
Downtown/Civic Center,Private room,130,1,0,,,1,336
Downtown/Civic Center,Entire home/apt,199,31,1,11/9/15,0.13,1,0
Downtown/Civic Center,Entire home/apt,179,2,42,5/18/16,1.24,41,33
Downtown/Civic Center,Entire home/apt,900,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,519,2,0,,,3,101
Downtown/Civic Center,Private room,250,1,1,6/8/16,1,1,14
Downtown/Civic Center,Entire home/apt,389,2,1,4/15/16,0.38,3,64
Downtown/Civic Center,Private room,111,4,2,6/21/16,1.46,6,50
Downtown/Civic Center,Entire home/apt,136,3,152,6/25/16,3.71,1,88
Downtown/Civic Center,Entire home/apt,250,2,101,6/17/16,3.03,1,290
Downtown/Civic Center,Entire home/apt,180,2,7,6/25/16,2.47,1,175
Downtown/Civic Center,Entire home/apt,950,1,0,,,1,0
Downtown/Civic Center,Private room,100,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,180,2,1,12/18/15,0.15,41,0
Downtown/Civic Center,Entire home/apt,130,2,4,6/19/16,1.18,1,71
Downtown/Civic Center,Entire home/apt,145,2,12,6/17/16,2.73,1,256
Downtown/Civic Center,Private room,205,1,2,5/19/16,0.56,5,365
Downtown/Civic Center,Private room,120,1,0,,,4,364
Downtown/Civic Center,Entire home/apt,300,1,0,,,1,182
Downtown/Civic Center,Entire home/apt,190,2,0,,,41,17
Downtown/Civic Center,Entire home/apt,190,2,3,12/18/15,0.3,41,6
Downtown/Civic Center,Shared room,41,1,2,6/22/16,2,1,2
Downtown/Civic Center,Entire home/apt,180,1,5,6/17/16,3.85,1,361
Downtown/Civic Center,Entire home/apt,519,2,0,,,3,95
Downtown/Civic Center,Entire home/apt,400,3,15,6/25/16,0.65,2,355
Downtown/Civic Center,Private room,115,1,20,6/6/16,3.49,10,361
Downtown/Civic Center,Entire home/apt,160,3,2,8/23/15,0.19,1,0
Downtown/Civic Center,Private room,120,1,0,,,4,220
Downtown/Civic Center,Entire home/apt,180,2,0,,,41,1
Downtown/Civic Center,Private room,125,2,15,6/15/16,2.47,4,86
Downtown/Civic Center,Shared room,57,1,4,6/29/16,0.34,12,275
Downtown/Civic Center,Entire home/apt,300,3,3,12/4/15,0.23,1,0
Downtown/Civic Center,Private room,345,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,285,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,199,7,0,,,4,0
Downtown/Civic Center,Entire home/apt,750,3,0,,,1,0
Downtown/Civic Center,Entire home/apt,150,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,254,30,1,12/24/14,0.05,7,308
Downtown/Civic Center,Shared room,200,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,700,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,125,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,98,14,0,,,1,15
Downtown/Civic Center,Entire home/apt,200,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,135,1,36,6/23/16,4.58,1,114
Downtown/Civic Center,Entire home/apt,170,3,3,6/12/16,3,1,0
Downtown/Civic Center,Private room,55,1,0,,,2,0
Downtown/Civic Center,Private room,89,2,49,6/26/16,4.26,1,184
Downtown/Civic Center,Entire home/apt,75,1,5,6/8/16,1.29,12,362
Downtown/Civic Center,Entire home/apt,180,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,538,2,0,,,2,0
Downtown/Civic Center,Entire home/apt,150,4,3,10/30/15,0.35,1,5
Downtown/Civic Center,Entire home/apt,125,3,1,6/25/16,1,1,2
Downtown/Civic Center,Entire home/apt,125,30,5,1/28/16,0.18,7,338
Downtown/Civic Center,Entire home/apt,165,2,13,6/28/16,1.15,1,70
Downtown/Civic Center,Entire home/apt,190,1,2,9/13/15,0.2,1,116
Downtown/Civic Center,Entire home/apt,150,2,15,6/10/16,0.64,1,9
Downtown/Civic Center,Entire home/apt,145,4,7,4/14/16,0.14,1,188
Downtown/Civic Center,Entire home/apt,800,1,0,,,1,0
Diamond Heights,Entire home/apt,140,3,2,6/13/16,2,1,8
Diamond Heights,Private room,175,1,1,6/14/16,1,1,354
Diamond Heights,Entire home/apt,155,1,160,6/21/16,5.45,2,57
Diamond Heights,Entire home/apt,158,1,4,12/1/15,0.43,1,0
Diamond Heights,Private room,195,2,0,,,1,0
Diamond Heights,Entire home/apt,285,2,20,6/9/16,0.85,1,325
Diamond Heights,Shared room,120,1,0,,,1,0
Diamond Heights,Private room,185,1,0,,,1,365
Diamond Heights,Private room,135,2,50,6/29/16,2.11,1,130
Diamond Heights,Private room,188,2,15,6/18/16,0.62,1,329
Diamond Heights,Private room,95,3,7,6/27/16,2.36,1,329
Diamond Heights,Entire home/apt,230,2,69,6/6/16,1.13,3,260
Diamond Heights,Entire home/apt,375,2,3,11/1/15,0.27,1,51
Diamond Heights,Private room,83,30,3,8/10/15,0.26,1,365
Diamond Heights,Entire home/apt,390,3,34,5/30/16,1.34,2,237
Lakeshore,Private room,70,1,0,,,2,0
Lakeshore,Entire home/apt,210,1,0,,,1,0
Lakeshore,Private room,50,2,0,,,1,0
Lakeshore,Entire home/apt,250,3,0,,,1,3
Lakeshore,Private room,82,1,0,,,1,0
Lakeshore,Entire home/apt,800,1,0,,,1,0
Lakeshore,Private room,100,1,5,6/26/16,3.06,1,89
Lakeshore,Private room,74,1,19,6/30/16,1.63,2,344
Lakeshore,Private room,40,1,1,1/8/15,0.06,1,0
Lakeshore,Private room,65,1,6,6/11/16,1.29,2,90
Lakeshore,Entire home/apt,90,2,0,,,1,58
Lakeshore,Private room,70,1,0,,,1,8
Lakeshore,Private room,71,1,24,6/29/16,6.67,3,282
Lakeshore,Private room,57,1,1,6/16/16,1,1,0
Lakeshore,Private room,250,1,8,9/20/15,0.45,1,365
Lakeshore,Entire home/apt,160,1,1,12/31/15,0.16,1,0
Lakeshore,Private room,67,1,24,6/13/16,1.48,3,283
Lakeshore,Private room,70,7,0,,,1,0
Lakeshore,Entire home/apt,110,3,4,4/18/16,1.26,1,184
Lakeshore,Entire home/apt,150,2,12,6/27/16,1.43,1,0
Lakeshore,Entire home/apt,120,1,0,,,1,5
Lakeshore,Private room,119,2,0,,,1,77
Lakeshore,Private room,90,1,1,7/2/16,1,1,151
Lakeshore,Private room,73,2,30,6/29/16,5.52,1,166
Lakeshore,Entire home/apt,120,1,0,,,1,4
Lakeshore,Entire home/apt,225,3,71,6/27/16,1.54,1,223
Lakeshore,Private room,68,1,1,2/10/16,0.21,5,262
Lakeshore,Private room,65,1,7,5/13/16,3.28,1,302
Lakeshore,Private room,45,1,0,,,2,0
Lakeshore,Shared room,37,30,2,1/18/16,0.22,5,365
Lakeshore,Private room,100,1,0,,,5,361
Lakeshore,Entire home/apt,250,1,4,6/6/16,1.33,3,281
Lakeshore,Entire home/apt,199,2,13,6/20/16,3.75,1,322
Lakeshore,Private room,110,30,5,8/20/14,0.21,2,341
Lakeshore,Entire home/apt,205,4,2,10/17/15,0.19,1,0
Lakeshore,Private room,69,3,0,,,1,90
Lakeshore,Private room,75,1,5,6/7/16,2.34,3,276
Lakeshore,Private room,90,1,10,6/13/16,2.05,5,341
Lakeshore,Entire home/apt,200,3,4,8/2/15,0.33,1,0
Lakeshore,Entire home/apt,83,1,7,6/13/16,2.21,1,0
Lakeshore,Private room,700,1,0,,,1,365
Lakeshore,Shared room,33,1,2,12/30/15,0.31,2,203
Lakeshore,Entire home/apt,120,2,3,7/11/15,0.22,1,0
Lakeshore,Private room,53,1,61,6/16/16,2.72,3,285
Lakeshore,Private room,98,1,9,6/17/16,1.94,5,350
Lakeshore,Private room,55,1,2,6/29/16,2,1,356
Lakeshore,Private room,85,1,3,6/24/16,3,1,345
Lakeshore,Private room,86,30,1,11/19/15,0.13,2,362
Lakeshore,Entire home/apt,145,3,1,7/3/15,0.08,1,0
Lakeshore,Private room,22,9,0,,,1,1
Lakeshore,Shared room,40,1,8,6/26/16,1.55,2,365
Lakeshore,Private room,100,1,0,,,1,24
Lakeshore,Private room,90,2,8,5/6/16,1.23,2,213
Lakeshore,Private room,60,1,23,5/9/16,3.69,1,1
Lakeshore,Private room,135,1,9,7/1/16,1.99,5,296
Lakeshore,Private room,80,1,0,,,1,0
Lakeshore,Private room,99,1,2,6/30/16,0.26,2,13
Lakeshore,Private room,99,1,8,6/16/16,1.27,1,335
Lakeshore,Private room,283,1,0,,,1,332
Lakeshore,Private room,75,1,17,6/25/16,1.45,2,297
Lakeshore,Private room,85,2,5,6/25/16,3.66,1,90
Lakeshore,Private room,85,1,17,6/18/16,4.77,1,312
Lakeshore,Entire home/apt,400,1,0,,,2,347
Lakeshore,Private room,59,1,5,6/27/16,3.85,1,5
Lakeshore,Private room,75,2,23,6/26/16,6.39,3,273
Russian Hill,Private room,100,7,8,11/15/14,0.21,1,182
Russian Hill,Private room,300,5,25,11/1/15,0.9,3,363
Russian Hill,Private room,139,2,64,6/26/16,1.1,4,333
Russian Hill,Entire home/apt,849,2,1,5/30/16,0.88,1,37
Russian Hill,Private room,150,2,12,9/28/15,0.25,2,230
Russian Hill,Private room,96,14,0,,,1,25
Russian Hill,Entire home/apt,280,1,7,5/26/16,0.88,1,0
Russian Hill,Entire home/apt,129,1,225,6/19/16,6.4,4,268
Russian Hill,Entire home/apt,1069,1,0,,,1,0
Russian Hill,Entire home/apt,169,7,57,5/25/16,1.35,1,360
Russian Hill,Entire home/apt,405,3,0,,,1,0
Russian Hill,Private room,200,2,1,5/15/16,0.61,2,0
Russian Hill,Entire home/apt,250,1,1,2/9/16,0.21,1,0
Russian Hill,Entire home/apt,180,2,4,1/26/16,0.63,41,0
Russian Hill,Entire home/apt,295,7,0,,,1,8
Russian Hill,Private room,115,1,14,6/30/16,3.5,1,26
Russian Hill,Private room,155,2,87,6/9/16,6.11,1,347
Russian Hill,Entire home/apt,425,2,54,6/26/16,1.4,1,185
Russian Hill,Entire home/apt,180,2,7,6/19/16,3.5,1,283
Russian Hill,Entire home/apt,160,2,16,6/16/16,1.49,2,94
Russian Hill,Entire home/apt,185,3,107,6/16/16,3.36,1,265
Russian Hill,Shared room,36,7,1,6/6/16,1,6,308
Russian Hill,Shared room,36,7,1,6/18/16,1,6,327
Russian Hill,Entire home/apt,3000,1,0,,,1,0
Russian Hill,Shared room,36,7,1,6/20/16,1,6,350
Russian Hill,Entire home/apt,650,1,0,,,1,0
Russian Hill,Private room,130,1,5,6/24/16,0.77,1,0
Russian Hill,Entire home/apt,212,3,3,10/30/15,0.36,1,0
Russian Hill,Entire home/apt,1300,1,0,,,1,0
Russian Hill,Shared room,36,7,0,,,6,350
Russian Hill,Entire home/apt,450,3,5,5/23/16,2.38,1,1
Russian Hill,Entire home/apt,200,1,0,,,1,0
Russian Hill,Private room,200,1,0,,,1,0
Russian Hill,Shared room,34,7,0,,,6,336
Russian Hill,Shared room,34,7,0,,,6,359
Russian Hill,Private room,94,1,0,,,2,31
Russian Hill,Entire home/apt,170,3,23,5/1/16,1.19,1,45
Russian Hill,Shared room,189,1,0,,,1,0
Russian Hill,Entire home/apt,250,3,16,6/22/16,0.63,1,3
Russian Hill,Shared room,100,1,23,6/25/16,2.61,1,350
Russian Hill,Entire home/apt,995,3,0,,,1,0
Russian Hill,Entire home/apt,140,1,0,,,1,0
Russian Hill,Entire home/apt,140,1,70,6/18/16,1.84,3,178
Russian Hill,Private room,125,3,6,9/21/15,0.57,1,2
Russian Hill,Private room,300,2,1,6/16/16,1,1,0
Russian Hill,Entire home/apt,599,2,0,,,3,241
Russian Hill,Private room,275,3,0,,,1,0
Russian Hill,Private room,150,1,0,,,1,0
Russian Hill,Private room,100,1,0,,,2,0
Russian Hill,Private room,63,2,6,6/11/16,3.75,2,192
Russian Hill,Private room,109,2,104,6/27/16,1.66,4,345
Russian Hill,Private room,100,3,9,11/16/15,0.37,1,183
Russian Hill,Entire home/apt,180,2,42,6/12/16,2.46,1,310
Russian Hill,Entire home/apt,4000,3,0,,,1,0
Russian Hill,Entire home/apt,165,30,105,4/2/16,1.67,1,314
Russian Hill,Private room,185,3,50,6/28/16,1.9,3,321
Russian Hill,Entire home/apt,375,3,42,6/23/16,1,1,149
Russian Hill,Entire home/apt,495,1,7,6/13/16,2.31,1,304
Russian Hill,Private room,190,1,1,11/9/15,0.13,1,0
Russian Hill,Private room,85,1,0,,,2,0
Russian Hill,Entire home/apt,250,2,2,7/29/15,0.17,1,0
Russian Hill,Entire home/apt,249,4,4,6/6/16,0.67,1,0
Russian Hill,Entire home/apt,190,1,2,10/30/15,0.1,41,0
Russian Hill,Entire home/apt,165,1,6,3/28/16,1.22,1,0
Russian Hill,Entire home/apt,140,2,4,6/24/16,1.33,3,174
Russian Hill,Entire home/apt,400,1,0,,,1,0
Russian Hill,Entire home/apt,210,1,28,6/17/16,1.05,1,142
Russian Hill,Private room,74,1,1,9/21/15,0.1,2,0
Russian Hill,Private room,130,1,0,,,1,0
Russian Hill,Private room,70,3,1,10/3/15,0.11,1,0
Russian Hill,Private room,200,1,3,6/21/16,0.59,1,347
Russian Hill,Entire home/apt,250,20,0,,,1,0
Russian Hill,Private room,115,2,22,6/19/16,3.27,1,297
Russian Hill,Private room,50,3,1,2/14/16,0.21,1,0
Russian Hill,Entire home/apt,250,1,7,6/8/16,1.28,1,150
Russian Hill,Entire home/apt,750,4,5,6/11/16,0.49,1,147
Russian Hill,Entire home/apt,185,3,19,6/26/16,1.56,1,325
Russian Hill,Private room,140,5,1,8/18/15,0.09,2,0
Russian Hill,Entire home/apt,220,7,16,6/10/16,0.66,1,2
Russian Hill,Entire home/apt,225,1,0,,,1,37
Russian Hill,Entire home/apt,400,2,0,,,1,7
Russian Hill,Entire home/apt,450,1,0,,,1,0
Russian Hill,Entire home/apt,990,4,0,,,1,0
Russian Hill,Entire home/apt,225,2,13,4/2/16,0.35,1,182
Russian Hill,Entire home/apt,1400,1,0,,,1,0
Russian Hill,Private room,90,1,3,6/30/16,3,1,169
Russian Hill,Entire home/apt,180,1,1,10/30/15,0.12,41,0
Russian Hill,Entire home/apt,500,5,0,,,1,187
Russian Hill,Entire home/apt,649,3,17,3/27/16,0.76,1,36
Russian Hill,Private room,92,2,0,,,1,20
Russian Hill,Entire home/apt,230,1,0,,,1,0
Russian Hill,Entire home/apt,199,4,0,,,4,0
Russian Hill,Private room,123,2,84,6/16/16,2.37,2,60
Russian Hill,Entire home/apt,200,2,4,7/21/15,0.09,1,6
Russian Hill,Entire home/apt,279,2,14,6/24/16,0.54,7,119
Russian Hill,Private room,150,1,0,,,1,0
Russian Hill,Entire home/apt,291,30,12,3/17/16,0.97,1,351
Russian Hill,Entire home/apt,295,2,1,5/16/16,0.63,1,360
Russian Hill,Entire home/apt,298,2,5,9/21/15,0.15,1,276
Russian Hill,Private room,74,3,4,6/2/16,2.11,2,0
Russian Hill,Entire home/apt,450,29,8,4/29/16,0.62,1,184
Russian Hill,Private room,140,5,1,9/30/15,0.11,1,0
Russian Hill,Private room,205,3,97,6/28/16,3.12,3,335
Russian Hill,Entire home/apt,250,3,4,6/23/16,0.42,1,31
Russian Hill,Private room,130,1,9,6/27/16,2.73,1,316
Russian Hill,Private room,100,1,0,,,1,0
Russian Hill,Private room,170,1,62,6/23/16,6.26,1,293
Russian Hill,Entire home/apt,350,1,6,4/16/16,1.29,1,260
Russian Hill,Entire home/apt,285,5,6,5/13/16,0.17,1,274
Russian Hill,Private room,99,2,0,,,1,0
Russian Hill,Entire home/apt,175,1,1,10/4/15,0.11,1,0
Russian Hill,Entire home/apt,250,3,0,,,1,0
Russian Hill,Entire home/apt,320,2,2,9/16/15,0.2,1,0
Russian Hill,Private room,140,1,2,8/1/15,0.17,1,0
Russian Hill,Entire home/apt,350,2,0,,,1,0
Russian Hill,Entire home/apt,250,1,0,,,1,0
Russian Hill,Entire home/apt,196,2,28,6/29/16,2.27,1,348
Russian Hill,Entire home/apt,200,2,5,6/11/16,0.68,1,2
Russian Hill,Entire home/apt,295,1,0,,,1,1
Russian Hill,Entire home/apt,200,4,34,6/21/16,0.69,1,365
Russian Hill,Private room,500,1,0,,,1,363
Russian Hill,Private room,130,1,266,6/27/16,4.9,2,224
Russian Hill,Entire home/apt,325,2,28,6/14/16,1.17,2,39
Russian Hill,Entire home/apt,350,3,64,6/16/16,4.67,2,67
Russian Hill,Entire home/apt,180,1,1,10/8/15,0.11,1,0
Russian Hill,Private room,85,2,7,6/24/16,1.75,1,306
Russian Hill,Entire home/apt,199,1,2,7/1/16,2,1,20
Russian Hill,Entire home/apt,500,1,0,,,1,0
Russian Hill,Entire home/apt,399,3,7,10/22/15,0.21,1,258
Russian Hill,Entire home/apt,650,1,0,,,1,0
Russian Hill,Entire home/apt,450,30,0,,,1,323
Russian Hill,Entire home/apt,800,1,0,,,1,0
Russian Hill,Entire home/apt,225,30,7,11/13/15,0.32,5,337
Russian Hill,Entire home/apt,395,1,3,6/2/16,0.31,1,316
Russian Hill,Entire home/apt,169,4,2,6/11/16,2,1,353
Russian Hill,Entire home/apt,500,2,9,5/29/16,1.24,2,42
Russian Hill,Entire home/apt,138,30,32,6/16/16,1.48,1,305
Russian Hill,Entire home/apt,200,3,1,3/22/16,0.29,1,4
Russian Hill,Entire home/apt,199,2,13,6/17/16,2.28,1,339
Russian Hill,Private room,120,2,5,11/29/15,0.61,1,0
Russian Hill,Entire home/apt,685,3,0,,,1,0
Russian Hill,Entire home/apt,350,2,16,6/16/16,2.82,1,275
Russian Hill,Entire home/apt,225,2,2,6/2/16,0.79,2,0
Russian Hill,Private room,150,1,1,8/17/15,0.09,2,365
Russian Hill,Entire home/apt,145,3,281,7/2/16,4.84,1,262
Russian Hill,Entire home/apt,6000,10,0,,,1,0
Russian Hill,Entire home/apt,300,1,0,,,1,17
Russian Hill,Entire home/apt,416,1,5,6/17/16,1.24,1,317
Russian Hill,Private room,125,1,2,4/14/16,0.64,1,0
Russian Hill,Entire home/apt,220,6,3,1/30/15,0.13,1,182
Russian Hill,Private room,210,1,0,,,1,0
Russian Hill,Entire home/apt,1000,1,0,,,1,365
Russian Hill,Entire home/apt,145,2,0,,,1,0
Russian Hill,Entire home/apt,178,2,5,6/19/16,1.24,1,33
Russian Hill,Entire home/apt,200,1,2,5/30/16,0.41,2,1
Russian Hill,Entire home/apt,195,1,20,5/27/16,0.59,1,293
Russian Hill,Private room,80,1,2,8/21/15,0.19,1,0
Russian Hill,Entire home/apt,225,2,3,9/18/15,0.29,2,365
Russian Hill,Entire home/apt,120,2,8,6/25/16,5,1,4
Russian Hill,Entire home/apt,300,1,1,10/1/15,0.11,41,0
Russian Hill,Entire home/apt,350,2,10,6/28/16,0.43,2,18
Russian Hill,Entire home/apt,283,30,8,4/17/16,0.54,7,345
Russian Hill,Entire home/apt,750,7,5,1/16/16,0.4,1,274
Russian Hill,Entire home/apt,250,2,2,1/17/16,0.24,1,68
Russian Hill,Entire home/apt,200,1,10,5/11/16,3.09,1,0
Russian Hill,Entire home/apt,230,5,21,6/27/16,0.35,2,0
Russian Hill,Entire home/apt,165,2,95,6/26/16,5.34,2,50
Russian Hill,Entire home/apt,350,1,4,2/9/16,0.35,1,89
Russian Hill,Entire home/apt,185,7,0,,,1,0
Russian Hill,Entire home/apt,275,1,0,,,1,0
Russian Hill,Entire home/apt,500,3,3,9/7/15,0.29,2,3
Russian Hill,Private room,134,1,33,6/26/16,7.62,1,9
Russian Hill,Entire home/apt,225,3,0,,,1,22
Russian Hill,Private room,80,7,1,4/2/16,0.33,1,0
Russian Hill,Entire home/apt,600,3,1,2/8/16,0.21,1,0
Russian Hill,Entire home/apt,275,3,12,8/7/15,0.32,1,182
Russian Hill,Private room,150,1,85,6/26/16,2.16,1,227
Russian Hill,Entire home/apt,400,3,1,1/3/15,0.05,1,0
Russian Hill,Entire home/apt,149,2,10,6/12/16,1.96,1,8
Russian Hill,Entire home/apt,275,1,2,10/24/15,0.23,41,0
Russian Hill,Entire home/apt,250,3,0,,,1,0
Russian Hill,Entire home/apt,1000,2,0,,,1,0
Russian Hill,Entire home/apt,500,2,0,,,1,0
Russian Hill,Private room,99,1,83,6/27/16,1.45,4,343
Russian Hill,Entire home/apt,185,4,70,6/18/16,2.61,1,259
